employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,availability_status,workload_percentage,active_tasks,performance_score
EMP646,Kiran Thomas,employee646@company.local,HR,Team Lead,3.4,2012-08-03,"Computer Vision, Deep Learning, Machine Learning, Python",Available,64.0,3,65.3
EMP3983,Sneha Iyer,employee3983@company.local,Data Science,Team Lead,7.2,2019-01-09,"Project Management, Finance, Data Analysis",Available,53.5,2,65.9
EMP533,Pooja Menon,employee533@company.local,Engineering,Business Analyst,7.8,2024-10-25,"Finance, React, Machine Learning, Django",Available,29.5,1,67.4
EMP345,Anita Kapoor,employee345@company.local,Operations,Business Analyst,4.4,2024-03-30,"Machine Learning, NLP",Available,82.0,5,72.9
EMP3555,Kavya Sharma,employee3555@company.local,Sales,HR Executive,7.2,2015-02-21,NLP,Available,60.8,7,72.4
EMP4822,Rahul Thomas,employee4822@company.local,Data Science,Developer,1.1,2024-10-24,"Computer Vision, Project Management",Available,86.6,4,52.3
EMP1978,Not specified,employee1978@company.local,Marketing,Developer,7.5,2022-06-29,"Computer Vision, Project Management, Machine Learning",Available,26.8,0,75.5
EMP2468,Rohit Verma,employee2468@company.local,Data Science,Business Analyst,4.6,2022-06-20,"Deep Learning, NLP, Data Analysis, Computer Vision",Busy,63.6,6,72.0
EMP3231,Divya Iyer,employee3231@company.local,IT,Analyst,0.6,2012-09-05,"SQL, Finance",On Leave,90.9,8,69.4
EMP1895,Kavya Nair,employee1895@company.local,Operations,Finance Analyst,0.5,2025-02-28,"SQL, Django",Available,13.3,0,57.5
EMP3611,Divya Joshi,employee3611@company.local,Finance,Finance Analyst,2.1,2015-04-25,"Excel, Deep Learning, Data Analysis, Project Management",Busy,75.6,4,68.0
EMP2368,Rohit Kumar,employee2368@company.local,Engineering,HR Executive,8.1,2017-10-08,"Python, Excel",Unknown,53.7,3,72.2
EMP1848,Rohit Singh,employee1848@company.local,Engineering,Data Scientist,5.3,2017-03-04,"Django, Finance, SQL",On Leave,52.9,2,59.5
EMP2578,Manoj Mishra,employee2578@company.local,Finance,Finance Analyst,3.8,2019-02-07,"Python, SQL",Available,73.0,5,54.6
EMP1489,Meera Reddy,employee1489@company.local,HR,Data Scientist,8.5,2020-05-22,"SQL, Python, React",Available,77.3,4,74.0
EMP943,Sneha Iyer,employee943@company.local,Operations,Team Lead,1.3,2018-06-28,Finance,Busy,59.3,3,59.8
EMP102,Rahul Thomas,employee102@company.local,Engineering,Team Lead,2.1,2020-01-24,"Project Management, Machine Learning, NLP, Data Analysis",Busy,46.0,3,68.5
EMP209,Meera Reddy,employee209@company.local,Marketing,Finance Analyst,6.0,2017-07-19,"Data Analysis, Django, NLP",Busy,50.5,5,74.3
EMP4253,Pooja Pillai,employee4253@company.local,Engineering,Senior Developer,4.8,2023-10-08,Data Analysis,Available,49.3,3,64.3
EMP2724,Vivek Verma,employee2724@company.local,Engineering,Developer,5.6,2024-04-19,SQL,Busy,85.8,7,73.8
EMP4086,Kiran Thomas,employee4086@company.local,Finance,Senior Developer,6.3,2014-12-14,"Project Management, React, Data Analysis",Available,100.0,7,68.3
EMP3170,Amit Mishra,employee3170@company.local,Finance,Senior Developer,5.5,2022-12-11,"Machine Learning, NLP, Python, React",Available,51.0,3,58.5
EMP815,Kavya Iyer,employee815@company.local,Engineering,Data Scientist,1.8,2012-03-15,"Deep Learning, React, Computer Vision, Machine Learning",Available,49.4,3,61.5
EMP2476,Aditya Raj,employee2476@company.local,Operations,Developer,5.6,2014-03-10,"Machine Learning, Computer Vision, Deep Learning",Available,55.7,6,67.2
EMP2732,Sanjay Raj,employee2732@company.local,Engineering,Data Scientist,6.7,2022-07-30,NLP,Available,86.3,4,71.7
EMP3778,Manoj Mishra,employee3778@company.local,Data Science,HR Executive,12.6,2013-10-24,Finance,Available,39.4,1,89.3
EMP167,Neha Nair,employee167@company.local,Sales,Senior Developer,1.2,2016-06-26,"NLP, React, SQL",Busy,60.7,5,65.1
EMP2625,Anita Reddy,employee2625@company.local,HR,Project Manager,3.6,2017-10-07,"Project Management, Python, Excel, SQL",Available,60.3,4,80.2
EMP3350,Amit Thomas,employee3350@company.local,Data Science,Team Lead,5.4,2013-06-09,"React, NLP",Available,62.5,4,65.7
EMP852,Sanjay Verma,employee852@company.local,Sales,Senior Developer,4.4,2019-04-08,"SQL, Deep Learning, Data Analysis",Busy,43.2,0,83.1
EMP705,Anita Reddy,employee705@company.local,Data Science,Project Manager,5.0,2018-07-28,"Python, SQL, NLP, Deep Learning",Available,100.0,8,52.4
EMP4250,Amit Patel,employee4250@company.local,HR,Developer,9.0,2012-04-23,Python,Available,23.8,1,75.0
EMP3109,Meera Menon,employee3109@company.local,IT,Business Analyst,4.6,2014-10-03,"Excel, Data Analysis, React, Django",Available,2.6,0,51.6
EMP4565,Anita Menon,employee4565@company.local,Engineering,Developer,20.0,2016-12-24,"Project Management, Django, Machine Learning",Available,78.9,5,97.6
EMP4922,Rahul Patel,employee4922@company.local,Sales,Senior Developer,15.7,2024-08-15,"Python, Machine Learning",Available,77.3,7,83.6
EMP3435,Kavya Joshi,employee3435@company.local,Sales,Developer,5.6,2025-07-29,"Python, NLP",Available,90.4,4,68.6
EMP2565,Anita Menon,employee2565@company.local,Data Science,Analyst,5.6,2024-01-31,Computer Vision,Busy,17.1,0,61.8
EMP2203,Sneha Joshi,employee2203@company.local,IT,Project Manager,9.3,2016-02-04,"Deep Learning, Django, Project Management",Available,51.8,1,76.0
EMP4270,Amit Das,employee4270@company.local,Engineering,Data Scientist,6.5,2019-06-29,"Deep Learning, SQL, Computer Vision",Busy,67.9,7,65.4
EMP893,Pooja Pillai,employee893@company.local,IT,Business Analyst,4.6,2017-01-23,"SQL, Deep Learning",Available,49.0,3,69.6
EMP227,Neha Sharma,employee227@company.local,HR,Business Analyst,5.4,2021-03-18,Deep Learning,Busy,28.3,2,87.2
EMP152,Sanjay Singh,employee152@company.local,Data Science,Developer,21.4,2022-11-23,Computer Vision,Available,29.2,3,90.9
EMP709,Meera Menon,employee709@company.local,HR,Team Lead,7.3,2024-03-18,"Project Management, React",On Leave,34.5,1,68.9
EMP149,Meera Menon,employee149@company.local,Engineering,Developer,3.4,2014-08-13,React,Busy,100.0,4,69.9
EMP550,Amit Thomas,employee550@company.local,Marketing,Project Manager,8.1,2012-07-13,"React, Machine Learning, Data Analysis",Available,67.3,7,67.9
EMP3906,Kiran Mishra,employee3906@company.local,Sales,Data Scientist,6.7,2019-12-19,Excel,Available,63.6,2,93.5
EMP2337,Swati Reddy,employee2337@company.local,HR,Business Analyst,1.7,2021-02-08,"Data Analysis, SQL, React, Machine Learning",Busy,64.0,2,63.4
EMP1240,Arun Singh,employee1240@company.local,Finance,Data Scientist,3.4,2023-01-04,"Computer Vision, NLP, Django, Excel",Busy,48.3,3,57.4
EMP904,Vivek Singh,employee904@company.local,IT,Senior Developer,12.5,2012-07-13,"SQL, NLP, Deep Learning, Project Management",Available,48.4,3,77.3
EMP4132,Sanjay Verma,employee4132@company.local,Data Science,Data Scientist,3.8,2013-03-28,"Computer Vision, Deep Learning",Busy,83.3,5,69.3
EMP2129,Meera Reddy,employee2129@company.local,Engineering,Project Manager,7.2,2014-07-05,"Project Management, Finance",Available,39.5,4,80.9
EMP4159,Isha Iyer,employee4159@company.local,IT,Business Analyst,0.9,2025-04-24,"Deep Learning, Machine Learning, React, NLP",Busy,96.0,8,52.0
EMP2873,Pooja Kapoor,employee2873@company.local,IT,Analyst,7.0,2017-12-20,"Deep Learning, Machine Learning",Available,58.3,4,74.5
EMP2179,Isha Sharma,employee2179@company.local,IT,Developer,4.1,2013-08-09,"Data Analysis, Computer Vision",Available,62.3,5,55.7
EMP1645,Anita Pillai,employee1645@company.local,Engineering,Business Analyst,10.9,2013-06-26,Deep Learning,Available,62.5,4,79.2
EMP1916,Aditya Raj,employee1916@company.local,Marketing,Business Analyst,8.2,2021-04-13,Deep Learning,Available,17.6,0,70.0
EMP4327,Neha Nair,employee4327@company.local,Sales,Developer,3.9,2024-03-15,"SQL, Data Analysis, Python",Busy,95.0,7,54.6
EMP320,Arun Kumar,employee320@company.local,Engineering,Business Analyst,10.3,2012-11-04,"Finance, Data Analysis",Available,80.5,4,65.4
EMP684,Vivek Raj,employee684@company.local,Finance,Analyst,2.4,2012-01-03,"Project Management, Finance",Busy,69.1,4,62.8
EMP224,Vivek Kumar,employee224@company.local,HR,Developer,14.1,2020-03-15,"SQL, Deep Learning",Busy,59.2,5,69.8
EMP1053,Pooja Pillai,employee1053@company.local,Marketing,Business Analyst,10.1,2024-07-27,"Python, NLP, Excel",Busy,44.8,2,81.7
EMP4074,Nikhil Patel,employee4074@company.local,Sales,Project Manager,4.8,2024-08-21,"Deep Learning, Data Analysis, Computer Vision, Django",Available,54.4,5,85.8
EMP131,Divya Sharma,employee131@company.local,Sales,Senior Developer,1.4,2020-01-29,"Computer Vision, Deep Learning, Python",Available,74.7,4,74.5
EMP4867,Neha Sharma,employee4867@company.local,Operations,Data Scientist,4.3,2023-02-04,"React, SQL",Busy,59.6,3,81.7
EMP4751,Divya Iyer,employee4751@company.local,Marketing,Finance Analyst,1.0,2023-12-31,"Python, Excel",Available,34.1,2,67.4
EMP1285,Anita Menon,employee1285@company.local,Operations,Business Analyst,7.9,2024-04-09,"Finance, NLP, Deep Learning, Django",Available,82.0,4,64.6
EMP4195,Kavya Sharma,employee4195@company.local,HR,Senior Developer,13.8,2018-12-02,"React, Data Analysis",Available,74.1,6,93.0
EMP4997,Swati Menon,employee4997@company.local,IT,Senior Developer,5.0,2014-01-08,"SQL, Deep Learning",On Leave,85.2,6,63.0
EMP3931,Divya Joshi,employee3931@company.local,Data Science,Developer,9.2,2025-03-13,Machine Learning,Unknown,34.3,2,81.6
EMP811,Divya Joshi,employee811@company.local,Data Science,Project Manager,10.9,2024-01-01,"Excel, Python, Finance, React",Available,61.1,4,77.3
EMP1278,Manoj Das,employee1278@company.local,Data Science,Business Analyst,3.7,2023-12-16,Python,Busy,100.0,7,57.2
EMP555,Kavya Joshi,employee555@company.local,Finance,Senior Developer,2.6,2012-08-22,"Computer Vision, Project Management, Excel",Available,74.5,5,55.3
EMP1217,Swati Reddy,employee1217@company.local,Engineering,Developer,3.4,2016-06-12,"Finance, Project Management, Deep Learning",Available,51.4,5,61.3
EMP4056,Aditya Singh,employee4056@company.local,Data Science,Analyst,5.8,2024-03-15,React,Available,68.7,5,76.7
EMP603,Sneha Joshi,employee603@company.local,HR,Senior Developer,3.7,2014-11-24,"Finance, Machine Learning",Busy,23.3,2,58.5
EMP2450,Amit Mishra,employee2450@company.local,Data Science,HR Executive,10.1,2023-05-30,"Deep Learning, Data Analysis, Python",Busy,82.2,6,76.0
EMP1784,Vivek Singh,employee1784@company.local,Data Science,Business Analyst,7.5,2019-09-25,Computer Vision,Available,48.1,4,68.6
EMP2257,Swati Reddy,employee2257@company.local,Engineering,Developer,5.4,2023-10-25,"React, Excel, Python",Available,61.7,6,69.4
EMP3752,Sanjay Singh,employee3752@company.local,Marketing,Data Scientist,8.6,2018-02-12,"Excel, SQL, Finance",Busy,82.8,4,60.4
EMP1271,Divya Nair,employee1271@company.local,Finance,Finance Analyst,2.3,2017-08-31,"Python, React, Finance, Excel",Available,62.9,3,63.1
EMP053,Pooja Menon,employee053@company.local,IT,Data Scientist,8.2,2014-01-14,Computer Vision,Available,55.7,1,83.6
EMP806,Kiran Thomas,employee806@company.local,IT,Developer,10.3,2018-07-12,"NLP, Deep Learning, SQL",Available,35.7,1,54.6
EMP735,Kavya Iyer,employee735@company.local,Engineering,Senior Developer,11.1,2014-02-11,"React, Finance, Excel",Available,59.7,4,76.2
EMP640,Arun Kumar,employee640@company.local,IT,Business Analyst,9.4,2020-06-06,"NLP, React",Busy,100.0,7,78.3
EMP2361,Priya Kapoor,employee2361@company.local,Engineering,Analyst,15.1,2013-02-15,"Python, Computer Vision, Finance, Data Analysis",Available,86.7,5,73.2
EMP3814,Nikhil Thomas,employee3814@company.local,Sales,Senior Developer,1.6,2017-06-29,"NLP, SQL, Deep Learning",On Leave,61.1,5,64.3
EMP2089,Meera Kapoor,employee2089@company.local,Engineering,Project Manager,1.0,2016-06-17,"Excel, Data Analysis",Available,15.1,2,59.2
EMP4375,Kavya Nair,employee4375@company.local,Data Science,Analyst,2.4,2020-12-30,"React, Machine Learning, Data Analysis, Django",Available,65.1,2,63.9
EMP2086,Kiran Thomas,employee2086@company.local,HR,Developer,6.0,2014-01-26,"Deep Learning, Machine Learning",Available,73.5,3,82.1
EMP789,Meera Menon,employee789@company.local,Engineering,Developer,2.2,2018-09-12,"Project Management, Finance, Excel, Data Analysis",Available,41.2,3,93.7
EMP4548,Rohit Verma,employee4548@company.local,Finance,Finance Analyst,8.9,2014-04-06,"Python, NLP",Available,54.2,3,74.6
EMP1622,Rahul Thomas,employee1622@company.local,Sales,Data Scientist,1.7,2021-11-09,"Deep Learning, Project Management",Available,0.0,2,71.4
EMP3131,Divya Joshi,employee3131@company.local,Operations,Project Manager,5.8,2020-09-18,"Project Management, React, Deep Learning, SQL",Available,43.4,3,69.2
EMP4893,Pooja Pillai,employee4893@company.local,Operations,HR Executive,3.0,2022-01-16,"Data Analysis, SQL, Deep Learning, Machine Learning",On Leave,73.0,6,67.4
EMP299,Isha Joshi,employee299@company.local,HR,Project Manager,3.7,2015-07-08,"NLP, Data Analysis, Deep Learning, Computer Vision",Available,50.3,3,63.3
EMP253,Pooja Pillai,employee253@company.local,Engineering,Team Lead,6.2,2012-10-31,"Excel, Data Analysis, React, Finance",Unknown,7.4,0,56.1
EMP1647,Neha Iyer,employee1647@company.local,Data Science,HR Executive,1.9,2021-06-25,"Project Management, React, Machine Learning, Python",Available,29.4,1,66.3
EMP1826,Kiran Mishra,employee1826@company.local,Finance,Analyst,3.5,2021-09-29,"NLP, Finance",Available,64.2,4,72.5
EMP2196,Aditya Verma,employee2196@company.local,Marketing,Project Manager,3.5,2018-03-02,SQL,Busy,50.4,3,54.7
EMP3424,Vivek Kumar,employee3424@company.local,Sales,Business Analyst,3.3,2019-11-16,Computer Vision,Available,31.9,3,50.0
EMP4160,Arun Kumar,employee4160@company.local,Marketing,Project Manager,18.1,2014-02-02,Excel,Unknown,47.5,4,70.7
EMP2821,Priya Menon,employee2821@company.local,Sales,Analyst,7.4,2017-08-15,"SQL, Excel, Project Management, Machine Learning",Busy,41.5,1,66.2
EMP2635,Kavya Joshi,employee2635@company.local,Data Science,Finance Analyst,3.1,2014-06-29,Django,Available,61.4,3,56.9
EMP357,Swati Menon,employee357@company.local,Data Science,Developer,16.1,2024-06-01,React,Available,63.4,3,73.5
EMP4083,Sneha Sharma,employee4083@company.local,Operations,Data Scientist,7.0,2016-12-02,"Deep Learning, Computer Vision, React",On Leave,43.5,2,81.1
EMP3051,Divya Joshi,employee3051@company.local,Engineering,Analyst,7.1,2021-08-21,"Django, Deep Learning, Excel, Python",Busy,60.5,2,58.2
EMP767,Neha Iyer,employee767@company.local,Data Science,Finance Analyst,2.3,2014-12-05,"Deep Learning, Excel, NLP, SQL",Busy,42.5,5,68.1
EMP1034,Nikhil Patel,employee1034@company.local,Finance,Developer,9.8,2015-11-06,"NLP, Django, Project Management, Deep Learning",Busy,60.3,2,77.0
EMP4469,Meera Menon,employee4469@company.local,IT,Data Scientist,12.2,2016-11-13,"React, Finance, SQL",Available,76.0,5,63.6
EMP2276,Aditya Verma,employee2276@company.local,HR,Finance Analyst,8.2,2023-04-12,Finance,Busy,98.7,5,68.5
EMP4993,Pooja Reddy,employee4993@company.local,Operations,Team Lead,2.0,2019-11-10,"Machine Learning, Excel, SQL",Available,48.0,4,62.5
EMP3149,Meera Pillai,employee3149@company.local,Data Science,Team Lead,4.6,2023-07-23,"React, NLP, Deep Learning",Available,58.2,4,56.1
EMP373,Pooja Menon,employee373@company.local,Marketing,Developer,8.0,2022-11-10,"Deep Learning, React",Available,51.0,2,78.7
EMP618,Manoj Patel,employee618@company.local,Operations,Finance Analyst,7.2,2014-05-21,Python,Available,51.8,3,57.0
EMP1147,Neha Joshi,employee1147@company.local,IT,Team Lead,6.6,2023-07-23,"Django, Finance, SQL",Available,84.5,6,69.6
EMP2206,Kiran Das,employee2206@company.local,IT,HR Executive,9.1,2025-05-15,"React, Deep Learning, Django, Machine Learning",Available,23.5,2,80.5
EMP2698,Manoj Patel,employee2698@company.local,Finance,Finance Analyst,4.5,2023-10-02,SQL,Busy,69.4,4,63.8
EMP3820,Arun Raj,employee3820@company.local,Data Science,Senior Developer,8.6,2024-05-14,"Machine Learning, React, Data Analysis",Busy,33.7,2,79.1
EMP4587,Not specified,employee4587@company.local,Engineering,HR Executive,8.8,2017-04-27,"Excel, Project Management, Finance, Django",Available,43.4,3,79.4
EMP1635,Kavya Sharma,employee1635@company.local,Engineering,Project Manager,1.0,2022-12-26,"Django, Machine Learning, SQL",Available,80.2,6,65.0
EMP1724,Vivek Raj,employee1724@company.local,IT,Finance Analyst,2.9,2022-08-05,"NLP, SQL",Busy,79.4,7,69.8
EMP4478,Manoj Das,employee4478@company.local,Operations,Finance Analyst,10.2,2023-01-20,"NLP, Deep Learning, Finance",Available,64.1,3,78.7
EMP2348,Rohit Raj,employee2348@company.local,Engineering,HR Executive,3.7,2022-05-31,Python,Available,69.2,5,56.0
EMP1894,Nikhil Thomas,employee1894@company.local,IT,Finance Analyst,3.5,2016-10-25,"Python, SQL, NLP, Deep Learning",Busy,74.1,3,77.3
EMP4339,Isha Sharma,employee4339@company.local,Operations,Team Lead,7.1,2021-09-29,"React, Project Management, SQL, Deep Learning",Busy,61.2,6,74.2
EMP4905,Anita Kapoor,employee4905@company.local,Finance,Data Scientist,8.9,2022-08-16,Python,Available,41.6,1,74.7
EMP3340,Arun Raj,employee3340@company.local,Finance,Finance Analyst,4.1,2023-12-22,Project Management,Busy,67.4,4,83.6
EMP3159,Isha Nair,employee3159@company.local,IT,Analyst,9.8,2013-10-23,Deep Learning,Available,31.7,3,65.4
EMP4662,Rahul Thomas,employee4662@company.local,Engineering,Analyst,3.2,2025-03-14,Python,On Leave,72.8,8,73.1
EMP2791,Divya Nair,employee2791@company.local,Data Science,Data Scientist,7.7,2017-10-21,"Data Analysis, Django",Busy,20.0,2,64.7
EMP3348,Rohit Verma,employee3348@company.local,HR,Senior Developer,9.8,2020-06-07,"React, NLP",Busy,56.6,2,92.5
EMP4762,Rahul Patel,employee4762@company.local,Data Science,Senior Developer,2.2,2015-01-29,"Django, NLP, Python, SQL",Available,98.2,5,73.1
EMP1782,Rahul Thomas,employee1782@company.local,Data Science,Analyst,2.0,2016-03-10,"NLP, Deep Learning, Data Analysis",Available,46.9,2,64.3
EMP2309,Meera Menon,employee2309@company.local,Data Science,Senior Developer,5.3,2017-06-02,SQL,Available,28.5,3,54.8
EMP4672,Sanjay Kumar,employee4672@company.local,IT,Senior Developer,21.8,2017-05-13,Finance,Available,57.1,3,80.0
EMP4046,Kiran Das,employee4046@company.local,Data Science,Team Lead,2.7,2016-02-13,"Machine Learning, Python, Django, React",On Leave,54.2,2,75.2
EMP1731,Divya Sharma,employee1731@company.local,Engineering,Project Manager,5.6,2021-05-02,"NLP, Excel, Python",Available,31.3,1,70.9
EMP4179,Isha Sharma,employee4179@company.local,IT,HR Executive,5.2,2021-10-03,"NLP, Project Management",Available,77.4,4,75.8
EMP4597,Swati Menon,employee4597@company.local,IT,Finance Analyst,5.4,2025-04-09,"Data Analysis, Finance, Computer Vision",Available,53.4,3,53.6
