employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,required_skill,availability_status,workload_percentage,active_tasks,performance_score,task_id,task_title,task_description,task_priority,task_status,task_start_date,task_deadline,estimated_hours,hours_logged,progress_percentage,allocation_score,recommended_employee
EMP1086,Kiran Das,employee1086@company.local,Finance,Data Scientist,10.3,2022-07-16,"Project Management, Finance",Project Management,Busy,75.0,6,68.8,TASK32884,System Testing,Complete Project Management related work for the assigned business operation.,Critical,In Progress,2025-02-16,2025-03-04,53.0,52.6,96.3,51.2,1
EMP836,Aditya Verma,employee836@company.local,Engineering,Business Analyst,,2018-06-23,"Finance, Data Analysis",Project Management,On Leave,,2,,TASK44689,Project Documentation,Complete Project Management related work for the assigned business operation.,High,In Progress,2025-10-09,2025-10-23,19.4,11.8,37.3,33.1,0
EMP1873,Pooja Reddy,employee1873@company.local,Engineering,Business Analyst,5.0,2024-12-28,"Finance, Python, Excel, Machine Learning",Project Management,Available,32.9,3,81.8,TASK06072,Employee Data Analysis,Complete Project Management related work for the assigned business operation.,Low,Completed,2025-04-07,2025-05-15,26.5,28.0,100.0,54.5,1
EMP2507,Neha Joshi,employee2507@company.local,Operations,Senior Developer,4.9,2018-07-26,"React, Python, Computer Vision, Finance",React,,16.7,0,53.8,TASK32493,SQL Data Processing,Complete React related work for the assigned business operation.,High,Completed,2025-10-16,2025-11-15,38.0,31.6,,60.0,1
EMP2624,Vivek Kumar,employee2624@company.local,IT,Finance Analyst,10.1,2014-01-18,Machine Learning,Machine Learning,Busy,16.0,0,73.7,TASK29795,API Development,Complete Machine Learning related work for the assigned business operation.,High,In Progress,2025-04-30,2025-06-21,43.4,34.7,95.6,73.2,1
EMP1584,Vivek Kumar,employee1584@company.local,Marketing,Team Lead,13.4,2017-09-26,Python,Deep Learning,Available,77.5,5,64.2,TASK24077,SQL Data Processing,Complete Deep Learning related work for the assigned business operation.,Low,In Progress,2026-01-12,2026-02-14,23.2,9.1,61.5,47.3,1
EMP3239,Isha Nair,employee3239@company.local,Marketing,Developer,10.2,2021-05-18,"Excel, NLP, Deep Learning",Machine Learning,Available,38.2,4,71.2,TASK10792,System Testing,Complete Machine Learning related work for the assigned business operation.,High,Blocked,2025-03-25,2025-04-22,44.9,33.7,64.3,58.4,1
EMP693,Pooja Menon,employee693@company.local,Operations,HR Executive,4.2,2016-08-17,"Django, Python, React, Machine Learning",SQL,Available,101.0,2,79.1,TASK15611,System Testing,Complete SQL related work for the assigned business operation.,High,In Progress,2026-01-01,2026-01-05,44.7,38.4,84.0,47.7,1
EMP2473,Pooja Kapoor,employee2473@company.local,IT,Project Manager,6.2,2015-07-28,"Data Analysis, Computer Vision, SQL, Django",Django,Busy,35.6,1,77.0,TASK18045,,Complete Django related work for the assigned business operation.,Low,Not Started,2026-06-23,2026-08-19,16.5,11.2,50.1,60.0,1
EMP1957,Swati Menon,employee1957@company.local,Data Science,Project Manager,18.3,2024-03-23,"Machine Learning, NLP, Python",React,Available,59.0,3,82.1,TASK48295,System Testing,Complete React related work for the assigned business operation.,Medium,Completed,2025-08-09,2025-09-18,29.7,21.4,57.7,53.2,1
EMP2740,Arun Verma,employee2740@company.local,HR,Team Lead,1.9,2017-04-25,"React, Data Analysis, Project Management",Excel,Busy,59.7,3,79.6,TASK07989,Project Documentation,Complete Excel related work for the assigned business operation.,Low,In Progress,2026-03-11,2026-04-20,32.9,18.8,60.6,19.0,0
EMP1036,Aditya Raj,employee1036@company.local,Marketing,Business Analyst,3.3,2019-01-20,"NLP, Django, Finance",React,Available,41.6,3,62.6,TASK32097,SQL Data Processing,Complete React related work for the assigned business operation.,Medium,In Progress,2025-10-23,2025-11-20,30.6,19.9,64.3,48.9,0
EMP1755,Kavya Joshi,employee1755@company.local,IT,Team Lead,11.4,2017-04-18,Data Analysis,Finance,Busy,69.0,6,70.1,TASK20553,Data Cleaning,Complete Finance related work for the assigned business operation.,Low,Not Started,2025-04-21,2025-04-25,42.5,37.7,94.6,19.2,0
EMP2906,Kiran Patel,employee2906@company.local,Engineering,HR Executive,5.6,2012-12-03,"Machine Learning, SQL",Computer Vision,Available,64.0,3,73.3,TASK35183,API Development,Complete Computer Vision related work for the assigned business operation.,Low,Blocked,2025-06-06,2025-07-23,41.4,34.7,91.1,41.1,1
EMP1009,Meera Reddy,employee1009@company.local,Marketing,Team Lead,7.4,2019-02-04,Python,Data Analysis,Available,57.5,3,82.3,TASK14924,SQL Data Processing,Complete Data Analysis related work for the assigned business operation.,Low,Completed,2026-03-27,2026-03-30,45.4,26.9,62.9,51.5,1
EMP4528,Rohit Kumar,employee4528@company.local,,Team Lead,17.8,2016-11-29,Django,Django,Available,31.7,1,63.3,TASK34914,Employee Data Analysis,Complete Django related work for the assigned business operation.,Medium,Completed,2025-02-03,2025-03-08,47.2,33.6,66.0,88.7,1
EMP4248,Rohit Singh,employee4248@company.local,HR,Senior Developer,22.0,2013-12-17,"Excel, Finance, Computer Vision, NLP",NLP,Available,82.0,5,81.9,TASK28452,Employee Data Analysis,Complete NLP related work for the assigned business operation.,Medium,In Progress,2025-09-19,2025-09-23,28.3,30.8,100.0,83.1,1
EMP2180,Arun Verma,employee2180@company.local,IT,Senior Developer,2.5,2017-05-04,"Deep Learning, React",Excel,Available,71.4,5,64.4,TASK43407,Django Feature Development,,Medium,Completed,2026-07-07,2026-09-04,47.8,44.7,100.0,40.2,1
EMP3744,Vivek Kumar,employee3744@company.local,Data Science,Project Manager,14.5,2021-04-11,NLP,Project Management,Busy,54.0,3,86.4,TASK21966,Project Documentation,Complete Project Management related work for the assigned business operation.,Critical,In Progress,2025-02-15,2025-03-09,72.5,50.3,87.0,30.6,1
EMP2677,Swati Menon,employee2677@company.local,Data Science,Analyst,2.8,2015-09-10,Finance,Deep Learning,Available,33.2,2,65.2,TASK00164,Machine Learning Task,Complete Deep Learning related work for the assigned business operation.,Medium,Completed,2025-07-24,2025-09-17,30.3,40.2,100.0,50.6,0
EMP4922,Rahul Patel,employee4922@company.local,Sales,Senior Developer,15.7,2024-08-15,"Python, Machine Learning",Data Analysis,Available,77.3,5,83.6,TASK03814,API Development,Complete Data Analysis related work for the assigned business operation.,Medium,Blocked,2026-01-05,2026-01-19,10.8,13.1,100.0,43.0,1
EMP439,Isha Nair,employee439@company.local,IT,Project Manager,19.3,2024-07-14,Deep Learning,Computer Vision,Busy,42.9,3,90.6,TASK35998,System Testing,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2025-07-15,2025-08-08,25.5,34.0,100.0,32.7,0
EMP4174,Nikhil Das,employee4174@company.local,Marketing,Developer,1.7,2015-04-15,Excel,Deep Learning,Busy,55.4,5,55.6,TASK26771,API Development,Complete Deep Learning related work for the assigned business operation.,Low,In Progress,2026-06-09,2026-08-05,29.8,20.9,65.2,19.3,0
EMP668,Rohit Raj,employee668@company.local,Sales,Project Manager,2.8,2015-01-06,Data Analysis,Machine Learning,Available,76.4,4,80.4,TASK37019,Project Documentation,Complete Machine Learning related work for the assigned business operation.,Medium,Completed,2025-12-06,2025-12-30,20.4,22.9,91.3,41.6,1
EMP4001, Priya Reddy ,employee4001@company.local,Marketing,Developer,7.7,2013-05-05,Python,Computer Vision,Available,55.2,4,73.6,TASK33554,SQL Data Processing,Complete Computer Vision related work for the assigned business operation.,High,In Progress,2025-07-20,2025-08-30,31.4,24.1,87.6,46.9,1
EMP413,Pooja Pillai,employee413@company.local,Sales,Developer,4.7,2013-02-07,"NLP, Deep Learning",Excel,Busy,23.6,1,73.3,TASK23309,Django Feature Development,Complete Excel related work for the assigned business operation.,Medium,In Progress,2025-10-25,2025-12-20,38.7,40.2,100.0,20.4,1
EMP3894,Nikhil Thomas,employee3894@company.local,Operations,Business Analyst,11.1,2014-11-14,"React, Data Analysis, Project Management, Excel",Finance,Available,29.0,3,83.2,TASK35866,SQL Data Processing,Complete Finance related work for the assigned business operation.,Medium,In Progress,2026-07-16,2026-09-06,62.4,64.8,100.0,58.4,1
EMP4430,Amit Das,employee4430@company.local,Sales,Senior Developer,9.4,2021-12-20,"Computer Vision, Data Analysis",Data Analysis,On Leave,75.4,3,98.0,TASK22649,API Development,Complete Data Analysis related work for the assigned business operation.,Medium,Completed,2026-03-06,2026-03-30,29.9,29.8,87.4,58.2,1
EMP746,Kiran Patel,employee746@company.local,HR,Finance Analyst,4.7,2025-03-04,"Excel, Machine Learning, Data Analysis",Finance,Busy,53.7,2,71.0,TASK28669,Dashboard Update,Complete Finance related work for the assigned business operation.,Medium,Not Started,2025-06-01,2025-07-09,19.1,16.9,82.6,17.3,1
EMP4281,Priya Kapoor,employee4281@company.local,Engineering,HR Executive,4.4,2018-05-08,"Excel, Python, SQL",SQL,Available,45.8,3,64.2,TASK11931,Employee Data Analysis,Complete SQL related work for the assigned business operation.,Medium,Not Started,2026-02-27,2026-03-21,49.4,37.0,75.7,85.1,1
EMP2254,Nikhil Das,employee2254@company.local,IT,Team Lead,8.4,2012-04-25,SQL,Data Analysis,Available,28.6,0,84.0,TASK40100,System Testing,Complete Data Analysis related work for the assigned business operation.,Medium,Completed,2026-04-22,2026-05-13,39.7,40.1,91.4,57.9,1
EMP3580,Arun Raj,employee3580@company.local,IT,Project Manager,2.4,2021-01-24,,NLP,Available,52.6,4,66.4,TASK47365,Django Feature Development,Complete NLP related work for the assigned business operation.,Medium,In Progress,2025-10-23,2025-12-20,39.7,26.3,57.3,44.2,1
EMP179,Isha Sharma,employee179@company.local,Marketing,Analyst,8.4,2013-05-04,"Computer Vision, Data Analysis, Django, Excel",Computer Vision,Available,45.8,4,73.6,TASK25236,Data Cleaning,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2025-06-30,2025-08-11,48.4,45.8,84.0,92.7,1
EMP3189,Meera Menon,employee3189@company.local,,Team Lead,13.8,2024-02-13,"Python, Django, NLP, Computer Vision",Python,Busy,53.3,4,75.3,TASK01248,System Testing,Complete Python related work for the assigned business operation.,Medium,In Progress,2026-02-28,2026-03-19,48.4,42.0,100.0,65.0,1
EMP2036,Aditya Verma,employee2036@company.local,IT,Finance Analyst,6.4,2018-12-19,"Django, SQL, Computer Vision",Project Management,Available,66.6,4,83.7,TASK00964,Dashboard Update,Complete Project Management related work for the assigned business operation.,Medium,Completed,2026-04-08,2026-04-19,20.9,20.1,94.8,51.4,1
EMP910,Amit Das,employee910@company.local,Sales,Team Lead,3.4,2018-04-23,"NLP, SQL",Computer Vision,Available,100.0,4,69.8,TASK19450,,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2026-05-27,2026-06-20,33.8,48.0,100.0,38.4,0
EMP337,Swati Reddy,employee337@company.local,Marketing,Project Manager,,2015-04-02,"SQL, Data Analysis, Project Management",Data Analysis,Busy,43.3,4,64.6,TASK33927,Database Update,Complete Data Analysis related work for the assigned business operation.,High,Not Started,2025-05-05,2025-06-25,31.1,18.1,60.8,53.6,1
EMP831,Divya Iyer,employee831@company.local,Sales,Data Scientist,2.3,2021-03-29,"Deep Learning, Python, Django",Django,Available,54.2,4,66.1,TASK46294,Machine Learning Task,Complete Django related work for the assigned business operation.,Low,,2026-05-31,2026-06-07,45.9,47.7,100.0,84.2,1
EMP791,Divya Nair,employee791@company.local,Engineering,Analyst,6.4,2017-07-03,"Excel, Machine Learning, Django, Data Analysis",Python,Available,81.3,6,65.6,TASK06445,SQL Data Processing,Complete Python related work for the assigned business operation.,Medium,In Progress,2026-07-08,2026-08-28,20.6,21.0,100.0,44.8,1
EMP1189,Meera Menon,employee1189@company.local,Finance,HR Executive,8.1,2016-01-05,"React, Python, Machine Learning, NLP",Finance,Available,59.0,5,83.2,TASK22658,Django Feature Development,Complete Finance related work for the assigned business operation.,Low,Completed,2026-04-18,2026-05-16,33.8,55.4,100.0,52.2,1
EMP1387,Neha Joshi,employee1387@company.local,Data Science,,3.5,2022-04-24,"Machine Learning, React, Data Analysis",SQL,Busy,46.8,5,62.3,TASK16564,Data Cleaning,Complete SQL related work for the assigned business operation.,Low,In Progress,2025-01-10,2025-02-27,43.4,28.7,47.6,13.7,0
EMP1527,Neha Nair,employee1527@company.local,Data Science,Data Scientist,4.3,2017-04-17,"Django, Excel, Python",Computer Vision,Available,2.6,2,76.9,TASK39400,,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2026-03-28,2026-05-22,30.3,28.6,92.4,49.8,1
EMP2430,Amit Das,employee2430@company.local,Marketing,Business Analyst,7.3,2016-11-01,"NLP, Machine Learning",Data Analysis,Busy,11.5,1,70.9,TASK44063,Project Documentation,Complete Data Analysis related work for the assigned business operation.,Medium,Not Started,2025-05-05,2025-05-24,10.9,6.2,52.1,36.5,0
EMP514,Nikhil Mishra,employee514@company.local,Data Science,Analyst,9.1,2013-05-05,"React, SQL",SQL,Busy,39.3,4,94.8,TASK28674,Dashboard Update,Complete SQL related work for the assigned business operation.,Medium,In Progress,2025-07-07,2025-08-25,39.6,24.1,61.0,65.7,1
EMP1610,,employee1610@company.local,Operations,Analyst,1.5,2024-08-06,Django,Data Analysis,Busy,62.7,3,71.1,TASK41252,Data Cleaning,Complete Data Analysis related work for the assigned business operation.,High,In Progress,2025-11-16,2025-11-25,23.7,15.0,66.0,14.4,1
EMP3644,Vivek Raj,employee3644@company.local,Engineering,Data Scientist,7.3,2021-09-20,"SQL, Project Management, Excel, Django",Computer Vision,On Leave,54.8,5,70.6,TASK08561,SQL Data Processing,Complete Computer Vision related work for the assigned business operation.,Medium,Not Started,2025-06-18,2025-07-21,29.5,21.4,,21.2,0
EMP1706,Kiran Patel,employee1706@company.local,Data Science,Finance Analyst,10.4,2022-02-05,Computer Vision,Project Management,Busy,72.5,6,62.7,TASK13806,Machine Learning Task,Complete Project Management related work for the assigned business operation.,Low,Not Started,2025-03-03,2025-04-13,41.4,42.6,100.0,20.4,0
EMP2022,Rahul Thomas,employee2022@company.local,Data Science,Team Lead,7.8,2022-10-01,"React, Data Analysis, NLP",Django,Busy,30.2,3,76.2,TASK08923,Dashboard Update,Complete Django related work for the assigned business operation.,Low,In Progress,2025-10-27,2025-11-01,43.3,26.4,50.2,28.2,0
EMP1462,Rahul Thomas,employee1462@company.local,Engineering,HR Executive,4.8,2012-07-30,Computer Vision,Python,Busy,65.0,3,58.0,TASK07258,Django Feature Development,Complete Python related work for the assigned business operation.,Medium,Completed,2026-01-30,2026-03-30,42.2,48.3,100.0,17.3,1
EMP1820,Arun Raj,employee1820@company.local,IT,Analyst,2.8,2012-11-22,"Data Analysis, Python, Computer Vision",Data Analysis,Busy,82.0,4,59.3,TASK41433,Machine Learning Task,Complete Data Analysis related work for the assigned business operation.,Medium,Blocked,2025-11-29,2026-01-23,41.5,32.1,61.7,56.7,0
EMP571,Divya Joshi,employee571@company.local,Operations,Team Lead,4.7,2012-01-31,Data Analysis,Python,Available,,2,67.3,TASK02914,API Development,Complete Python related work for the assigned business operation.,Low,Blocked,2025-12-05,2025-12-11,25.7,26.5,97.8,54.0,1
EMP3618,Manoj Mishra,employee3618@company.local,Sales,Analyst,4.1,2022-07-26,Django,Finance,Busy,50.5,3,72.5,TASK44261,Django Feature Development,Complete Finance related work for the assigned business operation.,Low,In Progress,2026-08-12,2026-08-30,44.3,23.9,41.1,22.7,1
EMP424,Vivek Singh,employee424@company.local,Marketing,Business Analyst,12.6,2018-12-28,SQL,NLP,Available,69.2,5,69.7,TASK00898,Database Update,Complete NLP related work for the assigned business operation.,High,Completed,2025-06-14,2025-08-07,49.4,39.7,63.0,51.8,0
EMP3459,Isha Sharma,employee3459@company.local,HR,Senior Developer,8.8,2017-06-29,"NLP, Computer Vision, React",Project Management,On Leave,13.5,1,65.4,TASK17061,SQL Data Processing,Complete Project Management related work for the assigned business operation.,Medium,Completed,2026-05-21,2026-06-07,26.3,15.4,68.9,32.4,1
EMP3499,Isha Joshi,employee3499@company.local,IT,Business Analyst,6.8,2025-06-22,NLP,Data Analysis,Available,9.5,1,65.7,TASK33725,Project Documentation,Complete Data Analysis related work for the assigned business operation.,High,Completed,2026-06-08,2026-07-06,49.1,50.2,100.0,57.7,1
EMP777,Swati Kapoor,employee777@company.local,Operations,Data Scientist,19.0,2025-07-02,"Data Analysis, Finance, Python, SQL",Deep Learning,Available,54.2,4,99.0,TASK29811,,Complete Deep Learning related work for the assigned business operation.,Medium,Not Started,2026-04-02,2026-04-08,23.1,17.3,78.2,50.7,1
